portfolio_id,customer_id,mandate,risk_profile,account_type,benchmark,currency,inception_date,adviser_id,province,reg28_regulated,fee_bps,market_value_zar
PF02916,CUST107529,Money Market,Conservative,Retirement Annuity,STeFI,ZAR,2021-10-21,ADV013,KwaZulu-Natal,1,35,22939498.04
PF02917,CUST118163,Property Focus,Moderate,Tax-Free Savings,SAPY,ZAR,2017-01-22,ADV008,Mpumalanga,0,100,3991013.4
PF02918,CUST499993,Money Market,Conservative,Endowment,STeFI,ZAR,2016-09-23,ADV006,Limpopo,0,35,13508815.8
PF02919,CUST444547,Aggressive Equity,Aggressive,Living Annuity,SWIX,ZAR,2016-03-09,ADV017,Gauteng,1,120,373289.02
PF02920,CUST376411,Aggressive Equity,Aggressive,Discretionary,SWIX,ZAR,2020-08-06,ADV020,Mpumalanga,1,120,728621.4
PF02921,CUST272063,Absolute Return,Moderate,Discretionary,STeFI + 4%,ZAR,2022-03-19,ADV016,North West,1,110,23723479.06
PF02922,CUST015800,Money Market,Conservative,Endowment,STeFI,ZAR,2016-07-10,ADV021,Gauteng,0,35,1245233.69
PF02923,CUST353989,Aggressive Equity,Aggressive,Retirement Annuity,SWIX,ZAR,2024-11-20,ADV023,KwaZulu-Natal,1,120,9734032.14
PF02924,CUST441513,Aggressive Equity,Aggressive,Discretionary,SWIX,ZAR,2023-01-28,ADV016,Gauteng,1,120,2498714.84
PF02925,CUST452904,Offshore Feeder,Aggressive,Discretionary,MSCI World,ZAR,2018-03-13,ADV027,Western Cape,0,105,975644.37
PF02926,CUST432274,Balanced Growth,Moderate,Retirement Annuity,ALSI,ZAR,2016-10-07,ADV025,Free State,1,95,19004806.12
PF02927,CUST185661,Money Market,Conservative,Discretionary,STeFI,ZAR,2023-06-12,ADV014,Gauteng,0,35,26535763.32
PF02928,CUST200099,Offshore Feeder,Aggressive,Retirement Annuity,MSCI World,ZAR,2017-03-22,ADV002,Western Cape,1,105,3814616.33
PF02929,CUST147357,Offshore Feeder,Aggressive,Living Annuity,MSCI World,ZAR,2015-06-02,ADV022,Western Cape,0,105,9996391.96
PF02930,CUST221680,Conservative Income,Conservative,Tax-Free Savings,ALBI,ZAR,2020-01-31,ADV014,Western Cape,1,70,10047708.85
PF02931,CUST260823,Property Focus,Moderate,Pension Fund,SAPY,ZAR,2021-04-07,ADV007,Western Cape,1,100,3571427.56
PF02932,CUST081227,Aggressive Equity,Aggressive,Living Annuity,SWIX,ZAR,2017-03-06,ADV015,Gauteng,1,120,14635249.54
PF02933,CUST484671,Conservative Income,Conservative,Retirement Annuity,ALBI,ZAR,2021-06-13,ADV011,Gauteng,1,70,4330433.16
PF02934,CUST029281,Offshore Feeder,Aggressive,Retirement Annuity,MSCI World,ZAR,2021-09-28,ADV009,Gauteng,1,105,8402923.93
PF02935,CUST111777,Offshore Feeder,Aggressive,Discretionary,MSCI World,ZAR,2016-07-05,ADV022,Eastern Cape,0,105,5410579.56
PF02936,CUST361739,Aggressive Equity,Aggressive,Tax-Free Savings,SWIX,ZAR,2018-07-06,ADV004,Gauteng,1,120,40363255.53
PF02937,CUST236103,Aggressive Equity,Aggressive,Retirement Annuity,SWIX,ZAR,2018-07-27,ADV024,Gauteng,1,120,5358137.38
PF02938,CUST076292,Conservative Income,Conservative,Discretionary,ALBI,ZAR,2025-10-08,ADV008,Free State,1,70,42766409.96
PF02939,CUST017511,Money Market,Conservative,Pension Fund,STeFI,ZAR,2023-10-23,ADV002,Western Cape,1,35,5552583.96
PF02940,CUST408943,Aggressive Equity,Aggressive,Discretionary,SWIX,ZAR,2018-06-16,ADV017,Western Cape,1,120,10376777.56
PF02941,CUST461771,Property Focus,Moderate,Retirement Annuity,SAPY,ZAR,2021-10-29,ADV011,Western Cape,1,100,58624929.67
PF02942,CUST156047,Offshore Feeder,Aggressive,Endowment,MSCI World,ZAR,2020-06-24,ADV020,KwaZulu-Natal,0,105,41208132.48
PF02943,CUST224586,Balanced Growth,Moderate,Tax-Free Savings,ALSI,ZAR,2020-04-13,ADV007,Eastern Cape,1,95,4477620.27
PF02944,CUST067654,Aggressive Equity,Aggressive,Retirement Annuity,SWIX,ZAR,2018-04-05,ADV010,Gauteng,1,120,7338902.8
PF02945,CUST409685,Conservative Income,Conservative,Retirement Annuity,ALBI,ZAR,2022-10-20,ADV015,Gauteng,1,70,3419173.3
PF02946,CUST290169,Aggressive Equity,Aggressive,Endowment,SWIX,ZAR,2017-12-12,ADV028,Gauteng,1,120,32835198.77
PF02947,CUST466421,Property Focus,Moderate,Discretionary,SAPY,ZAR,2015-06-08,ADV011,KwaZulu-Natal,0,100,4004575.63
PF02948,CUST481262,Conservative Income,Conservative,Retirement Annuity,ALBI,ZAR,2025-11-05,ADV024,Gauteng,1,70,50330581.07
PF02949,CUST197617,Offshore Feeder,Aggressive,Discretionary,MSCI World,ZAR,2022-05-25,ADV015,Northern Cape,0,105,3192273.31
PF02950,CUST316542,Property Focus,Moderate,Pension Fund,SAPY,ZAR,2017-03-23,ADV002,KwaZulu-Natal,1,100,845333.91
PF02951,CUST155464,Offshore Feeder,Aggressive,Tax-Free Savings,MSCI World,ZAR,2020-11-28,ADV017,Gauteng,0,105,1483007.03
PF02952,CUST489911,Conservative Income,Conservative,Pension Fund,ALBI,ZAR,2015-03-10,ADV011,Free State,1,70,2407733.44
PF02953,CUST360818,Property Focus,Moderate,Retirement Annuity,SAPY,ZAR,2024-09-01,ADV020,Gauteng,1,100,10907616.28
PF02954,CUST202070,Balanced Growth,Moderate,Living Annuity,ALSI,ZAR,2016-11-22,ADV015,Mpumalanga,1,95,71578719.14
PF02955,CUST196663,Aggressive Equity,Aggressive,Pension Fund,SWIX,ZAR,2025-09-20,ADV004,Gauteng,1,120,129127723.34
PF02956,CUST339016,Offshore Feeder,Aggressive,Retirement Annuity,MSCI World,ZAR,2017-09-23,ADV017,Gauteng,1,105,18414759.63
PF02957,CUST058559,Money Market,Conservative,Living Annuity,STeFI,ZAR,2025-08-02,ADV023,North West,0,35,4487575.64
PF02958,CUST196482,Absolute Return,Moderate,Discretionary,STeFI + 4%,ZAR,2016-10-31,ADV025,Western Cape,1,110,24874250.24
PF02959,CUST274806,Aggressive Equity,Aggressive,Retirement Annuity,SWIX,ZAR,2019-10-25,ADV012,Eastern Cape,1,120,14480205.54
PF02960,CUST355951,Absolute Return,Moderate,Discretionary,STeFI + 4%,ZAR,2020-10-24,ADV026,Mpumalanga,1,110,18352034.0
PF02961,CUST349499,Aggressive Equity,Aggressive,Living Annuity,SWIX,ZAR,2019-08-31,ADV014,Gauteng,1,120,15096080.42
PF02962,CUST376745,Aggressive Equity,Aggressive,Living Annuity,SWIX,ZAR,2019-02-07,ADV008,Gauteng,1,120,18012866.46
PF02963,CUST040063,Aggressive Equity,Aggressive,Retirement Annuity,SWIX,ZAR,2019-10-25,ADV025,Western Cape,1,120,5334734.5
PF02964,CUST043570,Conservative Income,Conservative,Retirement Annuity,ALBI,ZAR,2019-07-03,ADV003,Gauteng,1,70,5851593.22
PF02965,CUST092189,Aggressive Equity,Aggressive,Retirement Annuity,SWIX,ZAR,2020-10-05,ADV020,KwaZulu-Natal,1,120,67398.56
PF02966,CUST034449,Absolute Return,Moderate,Discretionary,STeFI + 4%,ZAR,2021-12-20,ADV021,Western Cape,1,110,1350239.91
PF02967,CUST260673,Property Focus,Moderate,Discretionary,SAPY,ZAR,2022-03-17,ADV027,Western Cape,0,100,7868197.43
PF02968,CUST060240,Offshore Feeder,Aggressive,Discretionary,MSCI World,ZAR,2021-09-03,ADV013,KwaZulu-Natal,0,105,21818102.2
PF02969,CUST245207,Conservative Income,Conservative,Retirement Annuity,ALBI,ZAR,2023-01-09,ADV019,Limpopo,1,70,12423326.51
PF02970,CUST074649,Property Focus,Moderate,Discretionary,SAPY,ZAR,2022-01-14,ADV002,Gauteng,0,100,8783925.97
PF02971,CUST418433,Conservative Income,Conservative,Discretionary,ALBI,ZAR,2024-06-26,ADV015,Western Cape,1,70,13657363.79
PF02972,CUST333292,Absolute Return,Moderate,Pension Fund,STeFI + 4%,ZAR,2025-12-04,ADV021,KwaZulu-Natal,1,110,6164728.47
PF02973,CUST370643,Property Focus,Moderate,Endowment,SAPY,ZAR,2018-07-21,ADV009,Gauteng,0,100,17883077.89
PF02974,CUST092144,Absolute Return,Moderate,Living Annuity,STeFI + 4%,ZAR,2020-03-04,ADV025,Gauteng,1,110,1265831.02
PF02975,CUST001146,Aggressive Equity,Aggressive,Endowment,SWIX,ZAR,2019-05-19,ADV002,Western Cape,1,120,21646757.4
PF02976,CUST442908,Absolute Return,Moderate,Retirement Annuity,STeFI + 4%,ZAR,2021-05-03,ADV019,Western Cape,1,110,51486170.79
PF02977,CUST191688,Conservative Income,Conservative,Discretionary,ALBI,ZAR,2025-06-07,ADV028,Western Cape,1,70,30710174.04
PF02978,CUST139605,Property Focus,Moderate,Discretionary,SAPY,ZAR,2017-09-28,ADV020,Mpumalanga,0,100,22896072.13
PF02979,CUST315273,Money Market,Conservative,Discretionary,STeFI,ZAR,2020-07-29,ADV009,Western Cape,0,35,36876184.77
PF02980,CUST327113,Balanced Growth,Moderate,Pension Fund,ALSI,ZAR,2025-03-20,ADV010,Gauteng,1,95,2909351.11
PF02981,CUST273502,Balanced Growth,Moderate,Retirement Annuity,ALSI,ZAR,2019-01-01,ADV022,Eastern Cape,1,95,4369864.83
PF02982,CUST099756,Conservative Income,Conservative,Living Annuity,ALBI,ZAR,2023-01-10,ADV008,Western Cape,1,70,8571424.15
PF02983,CUST324481,Money Market,Conservative,Discretionary,STeFI,ZAR,2017-11-13,ADV022,KwaZulu-Natal,0,35,36922281.13
PF02984,CUST082678,Balanced Growth,Moderate,Retirement Annuity,ALSI,ZAR,2015-05-23,ADV007,Western Cape,1,95,34822940.56
PF02985,CUST268618,Aggressive Equity,Aggressive,Discretionary,SWIX,ZAR,2021-05-11,ADV016,Gauteng,1,120,3513691.98
PF02986,CUST387362,Conservative Income,Conservative,Discretionary,ALBI,ZAR,2020-05-10,ADV017,Western Cape,1,70,15017605.05
PF02987,CUST227607,Aggressive Equity,Aggressive,Pension Fund,SWIX,ZAR,2015-12-15,ADV022,Gauteng,1,120,3598828.08
PF02988,CUST069135,Money Market,Conservative,Discretionary,STeFI,ZAR,2024-10-26,ADV018,Eastern Cape,0,35,8108308.65
PF02989,CUST475009,Property Focus,Moderate,Discretionary,SAPY,ZAR,2022-10-28,ADV003,Gauteng,0,100,92615498.85
PF02990,CUST060009,Property Focus,Moderate,Pension Fund,SAPY,ZAR,2022-08-30,ADV006,Gauteng,1,100,22938352.28
PF02991,CUST038038,Conservative Income,Conservative,Retirement Annuity,ALBI,ZAR,2017-11-15,ADV001,Free State,1,70,3942734.85
PF02992,CUST497103,Offshore Feeder,Aggressive,Tax-Free Savings,MSCI World,ZAR,2020-03-20,ADV020,Gauteng,0,105,12087134.83
PF02993,CUST166049,Balanced Growth,Moderate,Endowment,ALSI,ZAR,2025-01-15,ADV023,Western Cape,1,95,15299204.02
PF02994,CUST071522,Property Focus,Moderate,Discretionary,SAPY,ZAR,2018-08-03,ADV022,KwaZulu-Natal,0,100,658082.86
PF02995,CUST038477,Aggressive Equity,Aggressive,Living Annuity,SWIX,ZAR,2024-10-01,ADV003,KwaZulu-Natal,1,120,18126637.77
PF02996,CUST359403,Absolute Return,Moderate,Retirement Annuity,STeFI + 4%,ZAR,2023-08-03,ADV004,Mpumalanga,1,110,35225074.62
PF02997,CUST482814,Balanced Growth,Moderate,Retirement Annuity,ALSI,ZAR,2019-01-01,ADV012,Gauteng,1,95,24720437.15
PF02998,CUST024667,Aggressive Equity,Aggressive,Tax-Free Savings,SWIX,ZAR,2022-04-28,ADV003,Gauteng,1,120,27929070.81
PF02999,CUST274601,Balanced Growth,Moderate,Living Annuity,ALSI,ZAR,2016-07-30,ADV013,Gauteng,1,95,38943173.24
PF03000,CUST255472,Property Focus,Moderate,Discretionary,SAPY,ZAR,2025-07-12,ADV013,Gauteng,0,100,14243584.55
PF03001,CUST405771,Money Market,Conservative,Retirement Annuity,STeFI,ZAR,2021-08-12,ADV008,Western Cape,1,35,1839916.19
PF03002,CUST237238,Absolute Return,Moderate,Discretionary,STeFI + 4%,ZAR,2020-04-03,ADV007,Gauteng,1,110,512384.98
PF03003,CUST266983,Money Market,Conservative,Discretionary,STeFI,ZAR,2015-05-10,ADV013,Gauteng,0,35,16141585.0
PF03004,CUST202005,Conservative Income,Conservative,Endowment,ALBI,ZAR,2025-06-16,ADV006,Gauteng,1,70,2857232.06
PF03005,CUST223968,Offshore Feeder,Aggressive,Retirement Annuity,MSCI World,ZAR,2015-04-16,ADV002,Western Cape,1,105,17350251.41
PF03006,CUST024532,Conservative Income,Conservative,Discretionary,ALBI,ZAR,2017-03-15,ADV016,Mpumalanga,1,70,13297025.52
PF03007,CUST199071,Conservative Income,Conservative,Living Annuity,ALBI,ZAR,2022-09-20,ADV013,North West,1,70,42636533.68
PF03008,CUST147127,Conservative Income,Conservative,Discretionary,ALBI,ZAR,2024-02-02,ADV025,Western Cape,1,70,12463688.34
PF03009,CUST231790,Aggressive Equity,Aggressive,Living Annuity,SWIX,ZAR,2020-03-27,ADV028,Free State,1,120,2867016.81
PF03010,CUST246256,Conservative Income,Conservative,Living Annuity,ALBI,ZAR,2025-12-01,ADV028,Western Cape,1,70,8969948.9
PF03011,CUST194773,Offshore Feeder,Aggressive,Tax-Free Savings,MSCI World,ZAR,2020-06-23,ADV010,Limpopo,0,105,27323398.76
PF03012,CUST218977,Absolute Return,Moderate,Pension Fund,STeFI + 4%,ZAR,2015-08-12,ADV024,Limpopo,1,110,9769825.2
PF03013,CUST273062,Aggressive Equity,Aggressive,Pension Fund,SWIX,ZAR,2024-02-01,ADV014,Western Cape,1,120,2750686.06
PF03014,CUST426451,Balanced Growth,Moderate,Tax-Free Savings,ALSI,ZAR,2015-05-19,ADV011,Eastern Cape,1,95,17541095.22
PF03015,CUST128718,Money Market,Conservative,Discretionary,STeFI,ZAR,2015-08-23,ADV024,KwaZulu-Natal,0,35,243017135.18
PF03016,CUST363961,Property Focus,Moderate,Tax-Free Savings,SAPY,ZAR,2017-07-08,ADV012,Gauteng,0,100,2802945.45
PF03017,CUST367037,Offshore Feeder,Aggressive,Pension Fund,MSCI World,ZAR,2022-09-21,ADV003,Free State,1,105,101635217.82
PF03018,CUST396172,Property Focus,Moderate,Discretionary,SAPY,ZAR,2019-11-20,ADV003,Gauteng,0,100,35963764.64
PF03019,CUST337536,Aggressive Equity,Aggressive,Retirement Annuity,SWIX,ZAR,2021-03-03,ADV012,Gauteng,1,120,8155744.61
PF03020,CUST040854,Money Market,Conservative,Tax-Free Savings,STeFI,ZAR,2017-03-13,ADV022,Gauteng,0,35,24243563.71
PF03021,CUST341290,Absolute Return,Moderate,Retirement Annuity,STeFI + 4%,ZAR,2024-04-12,ADV009,Free State,1,110,11172330.57
PF03022,CUST493506,Aggressive Equity,Aggressive,Pension Fund,SWIX,ZAR,2019-09-11,ADV019,Gauteng,1,120,1486198.72
PF03023,CUST343485,Aggressive Equity,Aggressive,Discretionary,SWIX,ZAR,2020-09-30,ADV016,KwaZulu-Natal,1,120,3047780.02
PF03024,CUST128784,Property Focus,Moderate,Discretionary,SAPY,ZAR,2022-02-14,ADV019,Free State,0,100,19913990.01
PF03025,CUST230580,Balanced Growth,Moderate,Discretionary,ALSI,ZAR,2022-11-26,ADV012,Western Cape,1,95,5133383.41
PF03026,CUST028767,Offshore Feeder,Aggressive,Retirement Annuity,MSCI World,ZAR,2023-03-06,ADV028,Gauteng,1,105,7977365.21
PF03027,CUST480938,Money Market,Conservative,Retirement Annuity,STeFI,ZAR,2023-07-25,ADV026,Western Cape,1,35,40219216.02
PF03028,CUST179780,Absolute Return,Moderate,Discretionary,STeFI + 4%,ZAR,2025-05-22,ADV021,Free State,1,110,3680405.2
PF03029,CUST018404,Balanced Growth,Moderate,Retirement Annuity,ALSI,ZAR,2022-06-08,ADV001,Mpumalanga,1,95,26380041.87
PF03030,CUST116689,Property Focus,Moderate,Discretionary,SAPY,ZAR,2017-06-22,ADV026,KwaZulu-Natal,0,100,1519759.42
PF03031,CUST240047,Absolute Return,Moderate,Discretionary,STeFI + 4%,ZAR,2016-01-13,ADV021,Gauteng,1,110,10386001.44
PF03032,CUST201577,Aggressive Equity,Aggressive,Discretionary,SWIX,ZAR,2024-09-23,ADV006,Gauteng,1,120,5159417.19
PF03033,CUST094895,Money Market,Conservative,Retirement Annuity,STeFI,ZAR,2019-06-23,ADV005,Gauteng,1,35,2359185.73
PF03034,CUST099517,Balanced Growth,Moderate,Living Annuity,ALSI,ZAR,2020-07-21,ADV027,Gauteng,1,95,14832767.68
PF03035,CUST290592,Offshore Feeder,Aggressive,Living Annuity,MSCI World,ZAR,2018-12-25,ADV006,Gauteng,0,105,13912440.27
PF03036,CUST262106,Conservative Income,Conservative,Endowment,ALBI,ZAR,2025-07-24,ADV024,Eastern Cape,1,70,13964031.23
PF03037,CUST460895,Balanced Growth,Moderate,Discretionary,ALSI,ZAR,2023-07-13,ADV005,Western Cape,1,95,13713897.45
PF03038,CUST307310,Property Focus,Moderate,Retirement Annuity,SAPY,ZAR,2022-02-06,ADV004,Western Cape,1,100,27187983.35
PF03039,CUST298853,Money Market,Conservative,Retirement Annuity,STeFI,ZAR,2019-07-13,ADV028,Western Cape,1,35,1138871.23
PF03040,CUST111526,Money Market,Conservative,Endowment,STeFI,ZAR,2016-08-20,ADV015,Eastern Cape,0,35,13692939.34
PF03041,CUST155832,Money Market,Conservative,Living Annuity,STeFI,ZAR,2020-05-30,ADV019,Gauteng,0,35,24530448.18
PF03042,CUST431522,Conservative Income,Conservative,Tax-Free Savings,ALBI,ZAR,2022-03-16,ADV014,Western Cape,1,70,2922229.94
PF03043,CUST206268,Conservative Income,Conservative,Discretionary,ALBI,ZAR,2021-04-15,ADV014,Western Cape,1,70,2436688.11
PF03044,CUST171194,Offshore Feeder,Aggressive,Pension Fund,MSCI World,ZAR,2016-01-05,ADV017,KwaZulu-Natal,1,105,8286082.7
PF03045,CUST319600,Money Market,Conservative,Living Annuity,STeFI,ZAR,2015-09-02,ADV021,Western Cape,0,35,2163078.42
PF03046,CUST365186,Money Market,Conservative,Retirement Annuity,STeFI,ZAR,2018-05-06,ADV023,Gauteng,1,35,1032841.68
PF03047,CUST105146,Balanced Growth,Moderate,Retirement Annuity,ALSI,ZAR,2017-12-21,ADV027,Eastern Cape,1,95,12656039.36
PF03048,CUST432972,Absolute Return,Moderate,Living Annuity,STeFI + 4%,ZAR,2019-03-22,ADV021,Gauteng,1,110,13690259.97
PF03049,CUST232988,Offshore Feeder,Aggressive,Endowment,MSCI World,ZAR,2025-10-31,ADV019,Gauteng,0,105,15468895.32
PF03050,CUST478479,Conservative Income,Conservative,Pension Fund,ALBI,ZAR,2024-10-22,ADV010,Gauteng,1,70,4673014.29
PF03051,CUST158262,Conservative Income,Conservative,Discretionary,ALBI,ZAR,2019-06-12,ADV023,Free State,1,70,20961495.96
PF03052,CUST003291,Aggressive Equity,Aggressive,Living Annuity,SWIX,ZAR,2022-08-27,ADV018,North West,1,120,3016148.68
PF03053,CUST429247,Money Market,Conservative,Discretionary,STeFI,ZAR,2017-04-08,ADV014,Western Cape,0,35,20957778.39
PF03054,CUST105828,Conservative Income,Conservative,Endowment,ALBI,ZAR,2024-08-02,ADV017,Western Cape,1,70,65042399.71
PF03055,CUST495704,Conservative Income,Conservative,Endowment,ALBI,ZAR,2017-04-18,ADV028,KwaZulu-Natal,1,70,41605073.47
PF03056,CUST418148,Property Focus,Moderate,Discretionary,SAPY,ZAR,2017-06-21,ADV020,KwaZulu-Natal,0,100,3611292.29
PF03057,CUST364928,Conservative Income,Conservative,Retirement Annuity,ALBI,ZAR,2021-03-10,ADV023,Gauteng,1,70,19144649.19
PF03058,CUST156985,Aggressive Equity,Aggressive,Living Annuity,SWIX,ZAR,2016-09-08,ADV001,Gauteng,1,120,75321351.7
PF03059,CUST271328,Property Focus,Moderate,Pension Fund,SAPY,ZAR,2018-12-04,ADV027,Western Cape,1,100,2901255.22
PF03060,CUST147013,Property Focus,Moderate,Pension Fund,SAPY,ZAR,2020-10-17,ADV002,KwaZulu-Natal,1,100,12351815.49
PF03061,CUST458551,Offshore Feeder,Aggressive,Discretionary,MSCI World,ZAR,2019-02-22,ADV006,Western Cape,0,105,10429493.49
PF03062,CUST217574,Money Market,Conservative,Living Annuity,STeFI,ZAR,2021-01-14,ADV001,Gauteng,0,35,41864181.03
PF03063,CUST421759,Money Market,Conservative,Retirement Annuity,STeFI,ZAR,2016-01-31,ADV027,KwaZulu-Natal,1,35,17926630.74
PF03064,CUST377168,Absolute Return,Moderate,Discretionary,STeFI + 4%,ZAR,2021-05-11,ADV003,KwaZulu-Natal,1,110,9498976.65
PF03065,CUST408607,Aggressive Equity,Aggressive,Pension Fund,SWIX,ZAR,2021-09-12,ADV023,Gauteng,1,120,6132002.96
PF03066,CUST369127,Money Market,Conservative,Pension Fund,STeFI,ZAR,2023-06-11,ADV018,Gauteng,1,35,7011798.05
PF03067,CUST173158,Absolute Return,Moderate,Retirement Annuity,STeFI + 4%,ZAR,2022-12-25,ADV003,Western Cape,1,110,18602365.33
PF03068,CUST329196,Conservative Income,Conservative,Discretionary,ALBI,ZAR,2017-05-20,ADV022,KwaZulu-Natal,1,70,27383239.26
PF03069,CUST413633,Balanced Growth,Moderate,Living Annuity,ALSI,ZAR,2021-06-22,ADV007,Gauteng,1,95,4292263.25
PF03070,CUST036334,Balanced Growth,Moderate,Retirement Annuity,ALSI,ZAR,2022-11-24,ADV028,Western Cape,1,95,46788505.9
PF03071,CUST232963,Property Focus,Moderate,Tax-Free Savings,SAPY,ZAR,2017-10-08,ADV012,Gauteng,0,100,67731943.74
PF03072,CUST223852,Offshore Feeder,Aggressive,Discretionary,MSCI World,ZAR,2016-04-10,ADV011,KwaZulu-Natal,0,105,2672868.41
PF03073,CUST151279,Property Focus,Moderate,Discretionary,SAPY,ZAR,2024-03-05,ADV004,KwaZulu-Natal,0,100,16056867.49
PF03074,CUST077275,Aggressive Equity,Aggressive,Pension Fund,SWIX,ZAR,2020-10-10,ADV015,Western Cape,1,120,7804240.39
PF03075,CUST059214,Balanced Growth,Moderate,Endowment,ALSI,ZAR,2024-02-17,ADV024,Gauteng,1,95,584525.12
PF03076,CUST200355,Aggressive Equity,Aggressive,Discretionary,SWIX,ZAR,2024-05-12,ADV015,Gauteng,1,120,6103057.9
PF03077,CUST418593,Balanced Growth,Moderate,Living Annuity,ALSI,ZAR,2024-12-26,ADV028,KwaZulu-Natal,1,95,1871410.25
PF03078,CUST133870,Offshore Feeder,Aggressive,Retirement Annuity,MSCI World,ZAR,2020-08-12,ADV022,Western Cape,1,105,25845730.11
PF03079,CUST223039,Money Market,Conservative,Discretionary,STeFI,ZAR,2025-04-07,ADV007,Gauteng,0,35,3769128.42
PF03080,CUST252207,Balanced Growth,Moderate,Living Annuity,ALSI,ZAR,2019-01-06,ADV024,KwaZulu-Natal,1,95,1713043.37
PF03081,CUST149204,Conservative Income,Conservative,Discretionary,ALBI,ZAR,2025-01-12,ADV024,KwaZulu-Natal,1,70,7064176.9
PF03082,CUST186028,Offshore Feeder,Aggressive,Retirement Annuity,MSCI World,ZAR,2017-12-03,ADV022,Gauteng,1,105,53221205.15
PF03083,CUST163447,Offshore Feeder,Aggressive,Tax-Free Savings,MSCI World,ZAR,2025-12-13,ADV006,Western Cape,0,105,81417856.77
PF03084,CUST348048,Money Market,Conservative,Discretionary,STeFI,ZAR,2024-04-22,ADV027,Gauteng,0,35,5917204.25
PF03085,CUST017889,Absolute Return,Moderate,Tax-Free Savings,STeFI + 4%,ZAR,2016-06-06,ADV002,Gauteng,1,110,6017169.78
PF03086,CUST158393,Aggressive Equity,Aggressive,Retirement Annuity,SWIX,ZAR,2025-01-05,ADV025,Mpumalanga,1,120,20672911.08
PF03087,CUST229359,Money Market,Conservative,Retirement Annuity,STeFI,ZAR,2019-06-07,ADV026,Gauteng,1,35,19511987.26
PF03088,CUST304706,Money Market,Conservative,Discretionary,STeFI,ZAR,2017-09-17,ADV014,KwaZulu-Natal,0,35,6483132.16
PF03089,CUST434727,Conservative Income,Conservative,Pension Fund,ALBI,ZAR,2022-01-19,ADV026,Mpumalanga,1,70,5422097.74
PF03090,CUST130859,Offshore Feeder,Aggressive,Pension Fund,MSCI World,ZAR,2021-09-15,ADV027,Free State,1,105,1738146.44
PF03091,CUST076378,Absolute Return,Moderate,Living Annuity,STeFI + 4%,ZAR,2020-03-29,ADV011,Gauteng,1,110,2259309.9
PF03092,CUST440863,Absolute Return,Moderate,Retirement Annuity,STeFI + 4%,ZAR,2025-10-29,ADV024,Eastern Cape,1,110,16819125.2
PF03093,CUST119692,Property Focus,Moderate,Tax-Free Savings,SAPY,ZAR,2021-06-17,ADV020,Western Cape,0,100,3062400.84
PF03094,CUST450525,Conservative Income,Conservative,Pension Fund,ALBI,ZAR,2017-08-25,ADV024,Gauteng,1,70,29467065.08
PF03095,CUST315724,Conservative Income,Conservative,Retirement Annuity,ALBI,ZAR,2025-03-16,ADV019,Western Cape,1,70,8744862.7
PF03096,CUST020846,Conservative Income,Conservative,Retirement Annuity,ALBI,ZAR,2018-12-08,ADV028,Western Cape,1,70,1360700.33
PF03097,CUST010319,Money Market,Conservative,Pension Fund,STeFI,ZAR,2023-12-07,ADV010,Gauteng,1,35,998552.2
PF03098,CUST188070,Absolute Return,Moderate,Living Annuity,STeFI + 4%,ZAR,2022-04-02,ADV023,KwaZulu-Natal,1,110,2743408.3
PF03099,CUST041961,Aggressive Equity,Aggressive,Living Annuity,SWIX,ZAR,2024-08-19,ADV016,Gauteng,1,120,21208977.22
PF03100,CUST165609,Aggressive Equity,Aggressive,Retirement Annuity,SWIX,ZAR,2020-02-29,ADV012,Western Cape,1,120,21137285.64
PF03101,CUST407097,Conservative Income,Conservative,Discretionary,ALBI,ZAR,2017-11-07,ADV015,Western Cape,1,70,12658912.91
PF03102,CUST213527,Money Market,Conservative,Retirement Annuity,STeFI,ZAR,2022-01-29,ADV007,KwaZulu-Natal,1,35,1267323.37
PF03103,CUST097443,Aggressive Equity,Aggressive,Pension Fund,SWIX,ZAR,2023-04-19,ADV001,KwaZulu-Natal,1,120,8362699.58
PF03104,CUST011822,Balanced Growth,Moderate,Endowment,ALSI,ZAR,2020-01-17,ADV025,Gauteng,1,95,9283989.06
PF03105,CUST212875,Property Focus,Moderate,Retirement Annuity,SAPY,ZAR,2024-01-12,ADV001,KwaZulu-Natal,1,100,53036053.77
PF03106,CUST390885,Money Market,Conservative,Discretionary,STeFI,ZAR,2024-10-02,ADV022,Western Cape,0,35,24590082.31
PF03107,CUST219089,Money Market,Conservative,Retirement Annuity,STeFI,ZAR,2023-05-12,ADV016,Eastern Cape,1,35,45251854.13
PF03108,CUST090992,Absolute Return,Moderate,Retirement Annuity,STeFI + 4%,ZAR,2015-03-29,ADV003,Mpumalanga,1,110,4680270.75
PF03109,CUST234221,Absolute Return,Moderate,Retirement Annuity,STeFI + 4%,ZAR,2025-06-11,ADV023,Eastern Cape,1,110,24728389.33
PF03110,CUST380706,Aggressive Equity,Aggressive,Living Annuity,SWIX,ZAR,2017-10-25,ADV005,North West,1,120,2891396.1
PF03111,CUST270606,Money Market,Conservative,Retirement Annuity,STeFI,ZAR,2021-03-25,ADV026,Gauteng,1,35,222572411.52
PF03112,CUST344280,Balanced Growth,Moderate,Discretionary,ALSI,ZAR,2016-06-23,ADV001,Gauteng,1,95,59113292.78
PF03113,CUST099842,Aggressive Equity,Aggressive,Pension Fund,SWIX,ZAR,2019-10-02,ADV008,Free State,1,120,630992.63
